id,name,url,img_url,category,location,booked_counts,discount_percentage,item_count,page_count,created_dt,last_updated_dt,zeroflag
1629,"Icandy Studio (Mid Valley)",http://offpeak.my/restaurant/1629/icandy-studio-mid-valley,http://offpeak.my/assets/restaurant/1629/gallery/3b04602e49d5ec85fe97da9735bf3e52_sq.jpg,"Sugar Art","Kuala Lumpur",76,20%,10,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1630,"Icandy Studio (Genting)",http://offpeak.my/restaurant/1630/icandy-studio-genting,http://offpeak.my/assets/restaurant/1630/gallery/3b04602e49d5ec85fe97da9735bf3e52_sq.jpg,"Sugar Art",Pahang,67,20%,9,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1632,"Lima Blas (Bukit Bintang)",http://offpeak.my/restaurant/1632/lima-blas-bukit-bintang,http://offpeak.my/assets/restaurant/1632/gallery/a3e72e31c8171bcd258c51745c8dcdac_sq.jpg,Nyonya,"Kuala Lumpur",202,10%,8,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1633,"Glasshouse (Mahsa University)",http://offpeak.my/restaurant/1633/glasshouse-mahsa-university,http://offpeak.my/assets/restaurant/1633/gallery/fb2a1bb8bacfcae8abffb25048facbec_sq.jpg,Western,Selangor,307,30%,7,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1637,"Bean Reserve (Bangsar)",http://offpeak.my/restaurant/1637/bean-reserve-bangsar,http://offpeak.my/assets/restaurant/1637/gallery/ed20d7652329f43127d032bccd454302_sq.jpg,Café,Bistro,226,20%,6,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1640,"Mikes Burger Gril Celup (Section 14)",http://offpeak.my/restaurant/1640/mikes-burger-gril-celup-section-14,http://offpeak.my/assets/restaurant/1640/gallery/8c0653afdb21cceeeb0d82ebcc1a1ec0_sq.jpg,"Fast Food",Selangor,52,10%,5,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1648,"Nice Place Cafe (Wangsa Walk Mall)",http://offpeak.my/restaurant/1648/nice-place-cafe-wangsa-walk-mall,http://offpeak.my/assets/restaurant/1648/gallery/9e107e9ef325c22782ac9a6695d47b61_sq.JPG,Café,Bistro,84,20%,4,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1651,"Rojak 123QQ (SS2)",http://offpeak.my/restaurant/1651/rojak-123qq-ss2,http://offpeak.my/assets/restaurant/1651/gallery/a83c6d9c3b5238b2b7161370fac983ad_sq.jpg,Dessert,Selangor,31,20%,3,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1652,"V-Lite Cafe (Puchong)",http://offpeak.my/restaurant/1652/v-lite-cafe-puchong,http://offpeak.my/assets/restaurant/1652/gallery/804c909600213d7ef5d8b877a1f668e7_sq.jpg,Vegetarian,Selangor,123,15%,2,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1655,"Harmony Banquet (Puchong)",http://offpeak.my/restaurant/1655/harmony-banquet-puchong,http://offpeak.my/assets/restaurant/1655/gallery/c72c96701bc3572d7083f2c550c821f2_sq.jpg,Chinese,Selangor,223,10%,12,27,"2017-04-28 11:52:29","2017-04-28 11:52:29",0
1658,"The Green Market (KLIA 2)",http://offpeak.my/restaurant/1658/the-green-market-klia-2,http://offpeak.my/assets/restaurant/1658/gallery/53251c10fbc423da2c490c695ddd8ff8_sq.jpg,Japanese,Selangor,423,30%,17,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1660,"Restaurant Megah Good Luck Jawa Mee",http://offpeak.my/restaurant/1660/restaurant-megah-good-luck-jawa-mee,http://offpeak.my/assets/restaurant/1660/gallery/4f7961fd25accd6e6728d3ce9133dbf3_sq.png,Chinese,Selangor,2,15%,20,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1661,"Restaurant Megah Good Luck Pan Mee",http://offpeak.my/restaurant/1661/restaurant-megah-good-luck-pan-mee,http://offpeak.my/assets/restaurant/1661/gallery/5aa5f264bc817b2cdacf84919fd88df4_sq.JPG,Chinese,Selangor,6,10%,19,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1662,"Restaurant Megah Good Luck",http://offpeak.my/restaurant/1662/restaurant-megah-good-luck,http://offpeak.my/assets/restaurant/1662/gallery/b544e525a2c9cd1daf9329068f9c84a8_sq.png,Chinese,Selangor,8,15%,1,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1663,"Restaurant Megah Good Luck Dim Sum",http://offpeak.my/restaurant/1663/restaurant-megah-good-luck-dim-sum,http://offpeak.my/assets/restaurant/1663/gallery/da51d99fe690a7675566f7c962ec8ce9_sq.jpg,Chinese,Selangor,7,10%,18,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1664,"The Parque Cafe (Eco Sanctuary)",http://offpeak.my/restaurant/1664/the-parque-cafe-eco-sanctuary,http://offpeak.my/assets/restaurant/1664/gallery/0dbac1db7681e1398fdcae29097d23a8_sq.jpg,Café,Bistro,77,20%,16,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1666,"Village BBQ (SS24)",http://offpeak.my/restaurant/1666/village-bbq-ss24,http://offpeak.my/assets/restaurant/1666/gallery/a58ca1eaf7d1191eb648b2bf5ae1afc6_sq.jpg,Chinese,Selangor,3,20%,14,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1669,"Cafe 1986 (Klang)",http://offpeak.my/restaurant/1669/cafe-1986-klang,http://offpeak.my/assets/restaurant/1669/gallery/45b6f7bd6b75d8b99be1baf98b753d02_sq.jpg,Café,Bistro,398,20%,15,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1674,"Ikan Bakar (Sun Hin Loong)- Manta Grill Fish",http://offpeak.my/restaurant/1674/ikan-bakar-sun-hin-loong-manta-grill-fish,http://offpeak.my/assets/restaurant/1674/gallery/6ef09a136d0dae0a5ec52d16c3056361_sq.jpg,Chinese,Selangor,96,10%,13,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1675,"1986 Espresso Bar (Shah Alam)",http://offpeak.my/restaurant/1675/1986-espresso-bar-shah-alam,http://offpeak.my/assets/restaurant/1675/gallery/e2442e885ff236856f1b8e3646cbfd19_sq.jpg,Café,Bistro,313,20%,12,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1678,"Lunch Box Takeaway (32 Square)",http://offpeak.my/restaurant/1678/lunch-box-takeaway-32-square,http://offpeak.my/assets/restaurant/1678/gallery/e50864dfe6fba481da981ebb37da870a_sq.png,Fusion,Selangor,76,20%,11,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1679,"Gogi King (Solaris Mont Kiara)",http://offpeak.my/restaurant/1679/gogi-king-solaris-mont-kiara,http://offpeak.my/assets/restaurant/1679/gallery/0e68f87b267abb117435c6f337b52aff_sq.jpg,Korean,"Kuala Lumpur",214,10%,10,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1684,"全喜苦瓜汤 Chuang Hee Ku Gua Tang (Melaka)",http://offpeak.my/restaurant/1684/chuang-hee-ku-gua-tang-melaka,http://offpeak.my/assets/restaurant/1684/gallery/35735eb06da4dbba7a8667dab69ab72a_sq.jpg,Chinese,Malacca,85,15%,7,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1687,"B&W Kitchen and Bar (PJ)",http://offpeak.my/restaurant/1687/bw-kitchen-and-bar-pj,http://offpeak.my/assets/restaurant/1687/gallery/3701006fa8d6728d5e4a6196bb45a3fc_sq.jpg,Western,Selangor,34,25%,9,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1688,"Fluffed Cafe & Dessert Bar (Tmn Paramount)",http://offpeak.my/restaurant/1688/fluffed-cafe-dessert-bar-tmn-paramount,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/1688/Restaurant_Gallery/5901afe3ea9a8_sq.jpg,Dessert,Selangor,2264,15%,8,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1695,"Little Trishaw (Melaka)",http://offpeak.my/restaurant/1695/little-trishaw-melaka,http://offpeak.my/assets/restaurant/1695/gallery/1119122813c8fad2534723011486c1e4_sq.jpg,Dessert,Malacca,27,20%,1,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1697,"牛大哥 Cow Brother (Taman Megah)",http://offpeak.my/restaurant/1697/cow-brother-taman-megah,http://offpeak.my/assets/restaurant/1697/gallery/ec44fb042e921bf0f1a47b8c67656cac_sq.png,Chinese,Selangor,61,15%,6,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1699,"Highland Viet Cafe (Taman Mayang)",http://offpeak.my/restaurant/1699/highland-viet-cafe-taman-mayang,http://offpeak.my/assets/restaurant/1699/gallery/13b4a9bc9d2b2a4750436425989cfd86_sq.jpg,Vietnamese,Selangor,729,10%,5,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1700,"Zest (Putrajaya Marriott Hotel)",http://offpeak.my/restaurant/1700/zest-putrajaya-marriott-hotel,http://offpeak.my/assets/restaurant/1700/gallery/ba44f03d06ba7fdf4cea9f5e8b259d7e_sq.JPG,Fusion,Putrajaya,62,20%,14,31,"2017-04-28 11:52:32","2017-04-28 11:52:32",0
1701,"Midori (Putrajaya Marriott Hotel)",http://offpeak.my/restaurant/1701/midori-putrajaya-marriott-hotel,http://offpeak.my/assets/restaurant/1701/gallery/e7b55273568461bec486e75e4e7406f0_sq.jpg,Japanese,Putrajaya,20,20%,4,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1702,"Tuscany (Putrajaya Marriott Hotel)",http://offpeak.my/restaurant/1702/tuscany-putrajaya-marriott-hotel,http://offpeak.my/assets/restaurant/1702/gallery/75fe9e2824df12dfbb07e6330bca781c_sq.JPG,Italian,Putrajaya,7,20%,3,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1703,"Summer Palace (Putrajaya Marriott Hotel)",http://offpeak.my/restaurant/1703/summer-palace-putrajaya-marriott-hotel,http://offpeak.my/assets/restaurant/1703/gallery/3525fd980d065ed9125057e130ed15c7_sq.jpg,Chinese,Putrajaya,13,20%,15,31,"2017-04-28 11:52:32","2017-04-28 11:52:32",0
1704,"Bean Thief Espresso Bar (Klang)",http://offpeak.my/restaurant/1704/bean-thief-espresso-bar-klang,http://offpeak.my/assets/restaurant/1704/gallery/f008cf128c33f48e2fb5ffb640dc5264_sq.jpg,Western,Selangor,548,10%,2,38,"2017-04-28 11:52:38","2017-04-28 11:52:38",0
1707,"Eha Juice & Veggie Bistro (Melaka)",http://offpeak.my/restaurant/1707/eha-juice-veggie-bistro-melaka,http://offpeak.my/assets/restaurant/1707/gallery/c8e8bb1f752ed84aa4f30534e901069b_sq.jpg,Dessert,Malacca,59,15%,19,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1708,"Paramount Coffee House (Bangi)",http://offpeak.my/restaurant/1708/paramount-coffee-house-bangi,http://offpeak.my/assets/restaurant/1708/gallery/f1e7c1d1ca5f5b72bdb9fe4edbf461b1_sq.jpg,Café,Bistro,68,20%,20,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1709,"Heart & Soul Cafe (Bangi)",http://offpeak.my/restaurant/1709/heart-soul-cafe-bangi,http://offpeak.my/assets/restaurant/1709/gallery/fdcafa144a70acd984c371f809f3bf5e_sq.jpg,Café,Bistro,239,20%,18,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1710,"Good Village Noodle House 新大陆 (Melaka)",http://offpeak.my/restaurant/1710/good-village-noodle-house-melaka,http://offpeak.my/assets/restaurant/1710/gallery/fab3967628cab03ba20ed56b3a16f51b_sq.jpg,Chinese,Malacca,236,20%,17,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1712,"Sweet Berry Cakes & Cookies (Melaka)",http://offpeak.my/restaurant/1712/sweet-berry-cakes-cookies-melaka,http://offpeak.my/assets/restaurant/1712/gallery/53f84c1555010582aa4ce5c876793a06_sq.jpg,Dessert,Malacca,19,30%,15,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1713,"Elenour (Klang)",http://offpeak.my/restaurant/1713/elenour-klang,http://offpeak.my/assets/restaurant/1713/gallery/c0a21853bd592bfee7a13ce7e5215ed4_sq.jpg,Asian,Selangor,2093,30%,14,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1714,"Bamboo Hut Bistro @ Aldy Hotel (Melaka)",http://offpeak.my/restaurant/1714/bamboo-hut-bistro-at-aldy-hotel-melaka,http://offpeak.my/assets/restaurant/1714/gallery/ff44f870421e1707855062b0746911c3_sq.jpg,Fusion,Malacca,41,20%,13,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1715,"Sun Kitchen (Setiawalk)",http://offpeak.my/restaurant/1715/sun-kitchen-setiawalk,http://offpeak.my/assets/restaurant/1715/gallery/bafb3db9e89f6376f6bbeb5cb14926c7_sq.jpg,Fusion,Selangor,1350,30%,12,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1716,"Chaq Corner (Melaka)",http://offpeak.my/restaurant/1716/chaq-corner-melaka,http://offpeak.my/assets/restaurant/1716/gallery/5faf584efc3aaafb97a14cc772f6e36a_sq.jpg,Fusion,Malacca,38,30%,11,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1717,"STED a.b.c (Melaka)",http://offpeak.my/restaurant/1717/sted-abc-melaka,http://offpeak.my/assets/restaurant/1717/gallery/1393955625a2b8d4af87a0d5ba2e1bbf_sq.png,Café,Bistro,141,15%,10,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1719,"Amboi Nyonya Restaurant (Melaka)",http://offpeak.my/restaurant/1719/amboi-nyonya-restaurant-melaka,http://offpeak.my/assets/restaurant/1719/gallery/97fb315256dde24953aede04e3859463_sq.jpg,Nyonya,Malacca,93,20%,11,5,"2017-04-28 11:52:10","2017-04-28 11:52:10",0
1720,"Vegegood Restaurant (Melaka)",http://offpeak.my/restaurant/1720/vegegood-restaurant-melaka,http://offpeak.my/assets/restaurant/1720/gallery/27ee3e30c9b0a308fe548e71dd66c059_sq.jpg,Vegetarian,Malacca,42,20%,9,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1722,"Cocoville Coconut Steamboat (Melaka)",http://offpeak.my/restaurant/1722/cocoville-coconut-steamboat-melaka,http://offpeak.my/assets/restaurant/1722/gallery/21ec1ec175562456a3e78da062f3650c_sq.jpg,Steamboat,Malacca,118,15%,8,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1723,"F Cup Dessert 凝夏 (Melaka)",http://offpeak.my/restaurant/1723/f-cup-dessert-melaka,http://offpeak.my/assets/restaurant/1723/gallery/152e35ceeeb2764ad8c6f05bf16a93ac_sq.jpg,Dessert,Malacca,462,40%,7,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1725,"Cendol Jam Besar (Melaka)",http://offpeak.my/restaurant/1725/cendol-jam-besar-melaka,http://offpeak.my/assets/restaurant/1725/gallery/23b6c939c7134df4791185176e2e681e_sq.JPG,Dessert,Malacca,15,10%,6,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1726,"Tian Xian Relish Restaurant 天鲜馆 (Melaka)",http://offpeak.my/restaurant/1726/tian-xian-relish-restaurant-melaka,http://offpeak.my/assets/restaurant/1726/gallery/bf4a0d17a8d7c92e9924d55d576798df_sq.jpg,Chinese,Malacca,53,30%,4,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1728,"Bee Xiang Bak Kut Teh 味香肉骨茶 (Melaka)",http://offpeak.my/restaurant/1728/bee-xiang-bak-kut-teh-melaka,http://offpeak.my/assets/restaurant/1728/gallery/024655b44899ac5cdfda40b1280bdf2c_sq.JPG,Chinese,Malacca,119,30%,3,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1729,"Root Patisserie Cafe (Melaka)",http://offpeak.my/restaurant/1729/root-patisserie-cafe-melaka,http://offpeak.my/assets/restaurant/1729/gallery/d267815e9bc23ead3325e2f6a2f3e260_sq.jpg,Café,Bistro,114,10%,2,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1730,"Kaya Kaya Cafe (Melaka)",http://offpeak.my/restaurant/1730/kaya-kaya-cafe-melaka,http://offpeak.my/assets/restaurant/1730/gallery/f4f2245ff6d4e75bd05df997bed0b375_sq.jpg,Western,Malacca,44,15%,1,37,"2017-04-28 11:52:37","2017-04-28 11:52:37",0
1731,"Feng Long Nest Cafe (Melaka)",http://offpeak.my/restaurant/1731/feng-long-nest-cafe-melaka,http://offpeak.my/assets/restaurant/1731/gallery/a9f8a950382cea025441523e9fff0c64_sq.JPG,Café,Bistro,0,15%,20,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",1
1732,"Restaurant Ole Rasa (Melaka)",http://offpeak.my/restaurant/1732/restaurant-ole-rasa-melaka,http://offpeak.my/assets/restaurant/1732/gallery/b399f44cf21924f04ded92b6fe1c093e_sq.jpg,Malay,Malacca,7,15%,19,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1733,"Qureshi Restaurant (KLGCC)",http://offpeak.my/restaurant/1733/qureshi-restaurant-klgcc,http://offpeak.my/assets/restaurant/1733/gallery/abcbbf9c37e338e69d38c680cc88d06f_sq.jpg,Indian,"Kuala Lumpur",305,10%,12,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1735,"Khayriyyah Asam Pedas (Melaka)",http://offpeak.my/restaurant/1735/khayriyyah-asam-pedas-melaka,http://offpeak.my/assets/restaurant/1735/gallery/574faa6e78b91697847aa9eb2b96fa32_sq.png,Malay,Malacca,0,30%,18,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",1
1738,"Tofu Cafe (Melaka)",http://offpeak.my/restaurant/1738/tofu-cafe-melaka,http://offpeak.my/assets/restaurant/1738/gallery/e444465b992c000f88dfbba22fffcf3f_sq.jpg,Chinese,Malacca,4,10%,17,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1739,"Nyonya Kitchen Restaurant (Melaka)",http://offpeak.my/restaurant/1739/nyonya-kitchen-restaurant-melaka,http://offpeak.my/assets/restaurant/1739/gallery/b09dd6c18bedcd34bf664248615e9bfe_sq.jpg,Nyonya,Malacca,17,15%,16,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1740,"Nasi Ayam Hainan (Tmn Tasik Utama, Melaka)",http://offpeak.my/restaurant/1740/nasi-ayam-hainan-tmn-tasik-utama-melaka,http://offpeak.my/assets/restaurant/1740/gallery/2e10015ef083d362a1d6699c5306df03_sq.jpg,Malay,Malacca,6,20%,15,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1741,"Uncle Keong Delicacies (Melaka)",http://offpeak.my/restaurant/1741/uncle-keong-delicacies-melaka,http://offpeak.my/assets/restaurant/1741/gallery/c15881e3fd1d5438511b9fe6cb3af3f8_sq.jpg,"Malaysia Fusion",Malacca,0,15%,14,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",1
1742,"Bulldog (Melaka)",http://offpeak.my/restaurant/1742/bulldog-melaka,http://offpeak.my/assets/restaurant/1742/gallery/3fa715e3f0663b57cdcf9a0a580a0513_sq.jpg,Nyonya,Malacca,198,10%,13,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1743,"Senju Tei Japanese Restaurant (Melaka)",http://offpeak.my/restaurant/1743/senju-tei-japanese-restaurant-melaka,http://offpeak.my/assets/restaurant/1743/gallery/9ec024fc0caa776dd6da1a2641d355af_sq.jpg,Japanese,Malacca,1177,20%,11,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1744,"French Fries Home (Melaka)",http://offpeak.my/restaurant/1744/french-fries-home-melaka,http://offpeak.my/assets/restaurant/1744/gallery/724eb2a5caa51652dcb78436a9f76ef5_sq.jpg,Café,Bistro,24,20%,8,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1745,"Bukit China Soya Bean House (Melaka)",http://offpeak.my/restaurant/1745/bukit-china-soya-bean-house-melaka,http://offpeak.my/assets/restaurant/1745/gallery/f1edfae94f44a2cae5d5df4b5a68e30f_sq.jpg,Chinese,Malacca,210,15%,7,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1746,"V Love Hotpot (Melaka)",http://offpeak.my/restaurant/1746/v-love-hotpot-melaka,http://offpeak.my/assets/restaurant/1746/gallery/934582fdbd319427a36b55b2ed1d739f_sq.jpg,Steamboat,Malacca,191,10%,9,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1747,"Sin Sing Coffee (Melaka)",http://offpeak.my/restaurant/1747/sin-sing-coffee-melaka,http://offpeak.my/assets/restaurant/1747/gallery/079f4265869b4d84e3c29c3a1d791e7d_sq.jpg,Café,Bistro,25,20%,10,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1749,"Fingers Crossed Cafe (Melaka)",http://offpeak.my/restaurant/1749/fingers-crossed-cafe-melaka,http://offpeak.my/assets/restaurant/1749/gallery/54828ebf71b2e3c5f34e919efdd924fe_sq.jpg,Café,Bistro,75,30%,6,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1751,"Eggxtra Cafe (Melaka)",http://offpeak.my/restaurant/1751/eggxtra-cafe-melaka,http://offpeak.my/assets/restaurant/1751/gallery/abc29c4a1a3be32610e868bfcdfe2618_sq.jpg,Café,Bistro,252,10%,20,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1752,"Thai Style Recipe Restaurant (Melaka)",http://offpeak.my/restaurant/1752/thai-style-recipe-restaurant-melaka,http://offpeak.my/assets/restaurant/1752/gallery/8ab985a8e31d40f2fac2a8282fc3a9fd_sq.jpg,Thai,Malacca,26,30%,1,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1753,"Butter + Beans (The Row, KL)",http://offpeak.my/restaurant/1753/butter-beans-the-row-kl,http://offpeak.my/assets/restaurant/1753/gallery/5ca243511a25d1e5c931511fc3ad7e17_sq.jpg,Café,Bistro,230,30%,2,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1754,"Saigon Ivy Cafe (Melaka)",http://offpeak.my/restaurant/1754/saigon-ivy-cafe-melaka,http://offpeak.my/assets/restaurant/1754/gallery/de8eaafc50fd09032dc97199fc204c35_sq.jpg,Vietnamese,Malacca,44,20%,3,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1755,"Houlang Claypot Chicken Rice (Melaka)",http://offpeak.my/restaurant/1755/houlang-claypot-chicken-rice-melaka,http://offpeak.my/assets/restaurant/1755/gallery/a640fa42a6c7b599d88d1633e4feda6f_sq.jpg,Chinese,Malacca,13,20%,5,36,"2017-04-28 11:52:36","2017-04-28 11:52:36",0
1760,"Southern Rock Seafood Cafe (Bangsar)",http://offpeak.my/restaurant/1760/southern-rock-seafood-cafe-bangsar,http://offpeak.my/assets/restaurant/1760/gallery/f8cf89f4f9c8b307a6356de29b2e9265_sq.jpg,Seafood,"Kuala Lumpur",60,10%,12,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1761,"Xiao Ming Noodle (Melaka)",http://offpeak.my/restaurant/1761/xiao-ming-noodle-melaka,http://offpeak.my/assets/restaurant/1761/gallery/1d98334390575399a80e5c74ebe20e15_sq.jpg,Chinese,Malacca,21,10%,11,14,"2017-04-28 11:52:18","2017-04-28 11:52:18",0
1762,"Cofeology Cafe & Restaurant (Melaka)",http://offpeak.my/restaurant/1762/cofeology-cafe-restaurant-melaka,http://offpeak.my/assets/restaurant/1762/gallery/315163a01bfcd49e2a8d9e65a1d3de73_sq.jpg,Fusion,Malacca,3202,20%,13,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1769,"KH Kopitiam (Melaka)",http://offpeak.my/restaurant/1769/kh-kopitiam-melaka,http://offpeak.my/assets/restaurant/1769/gallery/97ccb547b84bd31e58409736d65fa8ce_sq.JPG,Chinese,Malacca,5,10%,18,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1770,"U Pizzeria (UEP Subang)",http://offpeak.my/restaurant/1770/u-pizzeria-uep-subang,http://offpeak.my/assets/restaurant/1770/gallery/02d0a15c3a7947935a71d8ca8c0a79eb_sq.jpg,"Fast Food",Selangor,122,40%,17,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1771,"Hash & Tag Cafe (Melaka)",http://offpeak.my/restaurant/1771/hash-tag-cafe-melaka,http://offpeak.my/assets/restaurant/1771/gallery/9bec947face1533e49aa8b7505e48af0_sq.jpg,Café,Bistro,37,10%,16,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1772,"Batavia Cafe (Melaka)",http://offpeak.my/restaurant/1772/batavia-cafe-melaka,http://offpeak.my/assets/restaurant/1772/gallery/f6ad6253b31df421d7ee6f1a5b8ffc86_sq.jpeg,Café,Bistro,57,20%,15,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1773,"Plat Kitchen (Melaka)",http://offpeak.my/restaurant/1773/plat-kitchen-melaka,http://offpeak.my/assets/restaurant/1773/gallery/86d43476a6fc583b0bce5240ec54c0b6_sq.JPG,Fusion,Malacca,550,20%,14,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1778,"MKA Western Season (Melaka)",http://offpeak.my/restaurant/1778/mka-western-season-melaka,http://offpeak.my/assets/restaurant/1778/gallery/49b39b77875c1de297321f1bccb6c8ad_sq.png,Western,Malacca,398,30%,10,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1779,"Ole Barista Cafe (Kota Syahbandar, Melaka)",http://offpeak.my/restaurant/1779/ole-barista-cafe-kota-syahbandar-melaka,http://offpeak.my/assets/restaurant/1779/gallery/e166107f7f5148ba6517cd4938ec815d_sq.jpg,Café,Bistro,113,30%,9,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1781,"Calanthe Art Cafe (Melaka)",http://offpeak.my/restaurant/1781/calanthe-art-cafe-melaka,http://offpeak.my/assets/restaurant/1781/gallery/88481bea9f83d8338784edfb0e3f5c58_sq.jpg,Fusion,Malacca,219,20%,8,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1782,"Grind Shack (Melaka)",http://offpeak.my/restaurant/1782/grind-shack-melaka,http://offpeak.my/assets/restaurant/1782/gallery/bd1599769e7c50b029ee9a4cb5f41a0a_sq.jpg,Café,Bistro,45,30%,7,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1783,"Raisin the Roof (Plaza Damansara)",http://offpeak.my/restaurant/1783/raisin-the-roof-plaza-damansara,http://offpeak.my/assets/restaurant/1783/gallery/28833ee3576b38a4da56ccd952249a9a_sq.jpg,"Healthy eating",Selangor,202,20%,6,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1784,"Capitol Seafood (Melaka)",http://offpeak.my/restaurant/1784/capitol-seafood-melaka,http://offpeak.my/assets/restaurant/1784/gallery/2faf7d45cc54de85f4bfe6e76258e8ce_sq.JPG,Chinese,Malacca,36,20%,5,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1785,"Fugo Ryori (Melaka Raya)",http://offpeak.my/restaurant/1785/fugo-ryori-melaka-raya,http://offpeak.my/assets/restaurant/1785/gallery/5603e3ac3f0b32b5999e9a1e3f899a15_sq.jpg,Japanese,Malacca,168,20%,4,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
1789,"Yap Hup Kee Steamboat (Cheras)",http://offpeak.my/restaurant/1789/yap-hup-kee-steamboat-cheras,http://offpeak.my/assets/restaurant/1789/gallery/e6182deb78e4bf6fa3a933c6bff5cb96_sq.jpg,Steamboat,Selangor,363,25%,3,35,"2017-04-28 11:52:35","2017-04-28 11:52:35",0
